query,source,doi,title,year,venue,authors,abstract,url,problem_claimed,mechanism,hidden_assumptions,fixed_variables,failure_modes,novelty_effect,open_questions
cached plan invalidation robot,crossref,10.1016/j.comnet.2018.01.029,Modeling LRU cache with invalidation,2018,Computer Networks,"Detti, Andrea, Bracciale, Lorenzo, Loreti, Pierpaolo, Melazzi, Nicola Blefari",,https://doi.org/10.1016/j.comnet.2018.01.029,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1002/spe.4380211203,A cached WORM file system,1991,Software: Practice and Experience,"Quinlan, Sean","AbstractThis paper describes a general‐purpose file system that uses a write‐once‐read‐many (WORM) optical disk accessed via a magnetic disk cache. The cache enables blocks to be modified a number of times before they are written to the WORM and increases performance. Snapshots of the file system can be made at any time without limiting the users' access to files. These snapshots reside entirely on the WORM, are accessible to the user via a second read‐only file system, do not contain multiple copies of unchanged data, and can be used to rebuild the file system in the event that the disk cache is destroyed. The file system has been implemented as part of Plan 9, an experimental operating system under development at AT&amp;T Bell Laboratories.",https://doi.org/10.1002/spe.4380211203,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,planner and cost function,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1109/ictta.2004.1307710,Passive cached clustering routing for MANETs,None,"Proceedings. 2004 International Conference on Information and Communication Technologies: From Theory to Applications, 2004.","Peng Yang, Kin Choong Yow",,https://doi.org/10.1109/ictta.2004.1307710,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.33196/bbl201701002103,Flächenwidmungsplan; Bebauungsplan; Derogation; Invalidation,2017,Baurechtliche Blätter,,,https://doi.org/10.33196/bbl201701002103,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1093/oso/9780199295500.003.0007,Nutritional consequences of self-cached food,2006,Ptilochronology,"Grubb, Thomas C","Abstract In the temperate and boreal zones, animals from honey bees to beavers store food during the growing season for use during the winter when food is non-renewing. Birds are among the better-studied examples of such food-hoarders. During the last several decades, research has focused on two aspects of caching. The first line of work has searched for the mechanisms behind some birds’ apparently extraordinary ability to remember the location of and retrieve hundreds or even thousands of individual caches they have previously sequestered within their homerange. (Russell Balda, a pioneer of this line of research, once determined that Clark’s nutcrackers, his study animal, could remember where they had cached food considerably better than could his graduate students!) The second line of investigation has focused on the adaptive value, the fitness benefits, of caching and it is to this second line that ptilochronology has made a contribution. The four studies detailed below all demonstrate, through increased rate of induced feather growth, that birds derive a nutritional benefit from retrieving food items they have previously cached.",https://doi.org/10.1093/oso/9780199295500.003.0007,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1109/tifs.2017.2725229,Security of Cached Content in NDN,2017,IEEE Transactions on Information Forensics and Security,"Kim, Dohyung, Bi, Jun, Vasilakos, Athanasios V., Yeom, Ikjun",,https://doi.org/10.1109/tifs.2017.2725229,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1037/t65841-000,Racial Identity Invalidation Scales,2018,PsycTESTS Dataset,"Franco, Marisa G., O'Brien, Karen M.",,https://doi.org/10.1037/t65841-000,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.4324/9781351054089-5,The Family and Invalidation,2018,The Politics of the Family,"Laing, R. D.",,https://doi.org/10.4324/9781351054089-5,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1145/173682.165170,Performance of cached DRAM organizations in vector supercomputers,1993,ACM SIGARCH Computer Architecture News,"Hsu, W.-C., Smith, J. E.","DRAMs containing cache memory are studied in the context of vector supercomputers. In particular, we consider systems where processors have no internal data caches and memory reference streams are generated by vector instructions. For this application, we expect that cached DRAMs can provide high bandwidth at relatively low cost. We study both DRAMs with a single, long cache line and with smaller, multiple cache lines. Memory interleaving schemes that increase data locality are proposed and studied. The interleaving schemes are also shown to lead to non-uniform bank accesses, i.e. hot banks. This suggest there is an important optimization problem involving methods that increase locality to improve performance, but not so much that hot banks diminish performance. We show that for uniprocessor systems, both types of cached DRAMs work well with the proposed interleave methods. For multiprogrammed multiprocessors, the multiple cache line DRAMs work better.",https://doi.org/10.1145/173682.165170,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1007/978-94-015-9502-5_5,From Invalidation to Reinforcement,2000,"International Library of Ethics, Law, and the New Medicine The AIDS Crisis and the Modern Self","Rinken, Sebastian",,https://doi.org/10.1007/978-94-015-9502-5_5,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.33196/bbl201906022804,Bebauungsplan; Bauweise; Übergangsbestimmungen; Invalidation,2019,Baurechtliche Blätter,,,https://doi.org/10.33196/bbl201906022804,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.4324/9781003177883-7,"Invalidation, voice, and connection",2023,Working with Youth Violence,"Rak, Louise, Krogh, Chris, Blakemore, Tamara",,https://doi.org/10.4324/9781003177883-7,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1016/j.jpain.2022.06.008,The Pain-Invalidation Scale: Measuring Patient Perceptions of Invalidation Toward Chronic Pain,2022,The Journal of Pain,"Nicola, Melinda, Correia, Helen, Ditchburn, Graeme, Drummond, Peter D.",,https://doi.org/10.1016/j.jpain.2022.06.008,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1023/a:1011435018072,Organization of Invalidation Reports for Energy-Efficient Cache Invalidation in Mobile Environments,2001,Mobile Networks and Applications,"Tan, Kian-Lee",,https://doi.org/10.1023/a:1011435018072,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1109/hpca.1995.386543,Simulation study of cached RAID5 designs,None,Proceedings of 1995 1st IEEE Symposium on High Performance Computer Architecture,"Treiber, R., Menon, J.",,https://doi.org/10.1109/hpca.1995.386543,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1145/351827.384249,Fast priority queues for cached memory,2000,ACM Journal of Experimental Algorithmics,"Sanders, Peter",The cache hierarchy prevalent in todays high performance processors has to be taken into account in order to design algorithms that perform well in practice. This paper advocates the adaption of external memory algorithms to this purpose. This idea and the practical issues involved are exemplified by engineering a fast priority queue suited to external memory and cached memory that is based on &lt;i&gt;k&lt;/i&gt;-way merging. It improves previous external memory algorithms by constant factors crucial for transferring it to cached memory. Running in the cache hierarchy of a workstation the algorithm is at least two times faster than an optimized implementation of binary heaps and 4-ary heaps for large inputs.,https://doi.org/10.1145/351827.384249,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1541/ieejeiss1987.115.9_1079,The Shortest Path Plan Method for Mobile Robot,1995,"IEEJ Transactions on Electronics, Information and Systems","Uchida, Masafumi",,https://doi.org/10.1541/ieejeiss1987.115.9_1079,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1007/978-3-319-08338-4_72,Gathering and Conceptualizing Plan-Based Robot Activity Experiences,2015,Advances in Intelligent Systems and Computing Intelligent Autonomous Systems 13,"Mokhtari, Vahid, Lim, Gi Hyun, Seabra Lopes, Luís, Pinho, Armando J.",,https://doi.org/10.1007/978-3-319-08338-4_72,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1007/978-94-017-0443-4_6,Evolutionary Epistemology and Invalidation,2004,Evolutionary Theory and Processes: Modern Horizons,"Ne’eman, Yuval",,https://doi.org/10.1007/978-94-017-0443-4_6,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1007/978-1-4419-9863-7_100424,Dynamical System Model Invalidation,2013,Encyclopedia of Systems Biology,,,https://doi.org/10.1007/978-1-4419-9863-7_100424,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion,unknown from abstract,false alarms from temporary clutter,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1109/isme.2010.182,Locus Plan and Emulation of Loading-bok Robot,2010,2010 International Conference of Information Science and Management Engineering,"Shanbin, Wang, Liangguang, Huang, Gong, Ling",,https://doi.org/10.1109/isme.2010.182,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.4267/10608/528,Invalidation génique de l'α-dystroglycane.,1997,médecine/sciences,"Gilgenkrantz, H",,https://doi.org/10.4267/10608/528,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1037/t67538-000,Perceived Invalidation of Emotion Scale,2018,PsycTESTS Dataset,"Zielinski, Melissa J., Veilleux, Jennifer C.",,https://doi.org/10.1037/t67538-000,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,unknown from abstract,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1109/iros.2017.8202282,Intra-robot replanning to enable team plan conditions,2017,2017 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"Cooksey, Philip, Veloso, Manuela",,https://doi.org/10.1109/iros.2017.8202282,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1016/j.ifacol.2018.11.584,Interactive Plan Execution during Human-Robot Cooperative Manipulation,2018,IFAC-PapersOnLine,"Cacace, J., Caccavale, R., Finzi, A., Lippiello, V.",,https://doi.org/10.1016/j.ifacol.2018.11.584,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.4028/www.scientific.net/amm.644-650.2281,A Kind of Rolling Robot Path Plan Algorithm,2014,Applied Mechanics and Materials,"Zhou, Feng","This paper proposes a new rolling algorithm for path plan of mobile robot based on automatically shunt the ant algorithm.The goal node is mapped to the node nearby the boundary in the eyeshot of the robot, and make out the best partial path, which the robot goes ahead for a step. The algorithm will iterate one time when the robot arrives at the goal node. The robot will reach the destination along the optimal path. Simulation experiments illustrate that the algorithm can be used to plan the optimal path for mobile robot even in the complex and unknown static environment.",https://doi.org/10.4028/www.scientific.net/amm.644-650.2281,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
cached plan invalidation robot,crossref,10.1049/pbce130e_appendixc,Appendix C. Instinct plan for the R5 robot,2020,"Transparency for Robots and Autonomous Systems: Fundamentals, technologies and applications",,,https://doi.org/10.1049/pbce130e_appendixc,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/elektro.2014.6847892,RGB-D map for robot navigation,2014,2014 ELEKTRO,"Duchon, Frantisek, Tolgyessy, Michal, Chovanec, L'ubos, Paszto, Peter, Babinec, Andrej, Gardian, Pavol",,https://doi.org/10.1109/elektro.2014.6847892,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/iros.2003.1250630,Map merging for distributed robot navigation,None,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),"Konolige, K., Fox, D., Limketkai, B., Ko, J., Stewart, B.",,https://doi.org/10.1109/iros.2003.1250630,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.65521/ijeecs.v14i1.349,Implementation of Map Based Automated Navigation Robot,2025,"International Journal of Electrical, Electronics and Computer Systems","Khambadkar, Vedant, Ansari, Aarsi, Hadke, Piyush, Chafle, Rasika, Chafale, Sumit","The advancement of autonomous robotic systems has led to innovative applications in document delivery, tour guidance, and obstacle avoidance. This research focuses on the development of a Map-Guided Automated Robot designed to enhance efficiency in office environments by securely transporting documents and materials. The system integrates multiple sensor technologies, including ultrasonic sensors for obstacle detection, a color sensor for navigation, and an RFID module for security authentication. A microcontroller-based control system ensures seamless operation, with data logging capabilities for performance tracking. Additionally, the study incorporates principles of autonomous tour guide robots and obstacle avoidance mechanisms. A QR code recognition system enables navigation in structured indoor environments, while ultrasonic range sensors assist in maintaining safe distances from obstacles. Furthermore, fuzzy control algorithms and LiDAR-based navigation strategies are explored to improve autonomous movement in dynamic conditions. The integration of Bluetooth communication and text-to-speech functionality enhances human-robot interaction, making the system adaptable to diverse applications such as office logistics, guided tours, and unmanned surface vehicle navigation.",https://doi.org/10.65521/ijeecs.v14i1.349,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,environment change is slow enough to be segmented from motion; map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,false alarms from temporary clutter; sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.5220/0001196801020111,Cognitive Map Merging For Multi-Robot Navigation,2005,Proceedings of the 1st International Workshop on Multi-Agent Robotic Systems,,,https://doi.org/10.5220/0001196801020111,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/itaic.2019.8785776,Indoor Semantic Map Building for Robot Navigation,2019,2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference (ITAIC),"Liang, Jing, Song, Wei, Shen, Linyong, Zhang, Yanan",,https://doi.org/10.1109/itaic.2019.8785776,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1117/12.335710,Log map occupancy grid in robot navigation,1999,SPIE Proceedings Mobile Robots XIII and Intelligent Transportation Systems,"Kovacs, Julio A.",,https://doi.org/10.1117/12.335710,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/iros.2011.6094704,Stereo depth map fusion for robot navigation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Hane, C., Zach, C., Jongwoo Lim, Ranganathan, A., Pollefeys, M.",,https://doi.org/10.1109/iros.2011.6094704,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/iros.2011.6048261,Stereo depth map fusion for robot navigation,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Hane, Christian, Zach, Christopher, Lim, Jongwoo, Ranganathan, Ananth, Pollefeys, Marc",,https://doi.org/10.1109/iros.2011.6048261,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.5772/64871,Occupancy Map Construction for Indoor Robot Navigation,2016,Robot Control,"Almanza-Ojeda, Dora-Luz, Gomar-Vera, Yazmín, Ibarra-Manzano, Mario-Alberto",,https://doi.org/10.5772/64871,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/lra.2025.3619820,LAMP: Implicit Language Map for Robot Navigation,2025,IEEE Robotics and Automation Letters,"Lee, Sibaek, Yu, Hyeonwoo, Kim, Giseop, Choi, Sunwook",,https://doi.org/10.1109/lra.2025.3619820,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/icra48506.2021.9561790,Occupancy Map Inpainting for Online Robot Navigation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),"Wei, Minghan, Lee, Daewon, Isler, Volkan, Lee, Daniel",,https://doi.org/10.1109/icra48506.2021.9561790,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1016/j.robot.2011.02.008,"Attention-driven monocular scene reconstruction for obstacle detection, robot navigation and map building",2011,Robotics and Autonomous Systems,"Einhorn, E., Schröter, Ch., Gross, H.M.",,https://doi.org/10.1016/j.robot.2011.02.008,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/geoinformatics.2013.6626071,Navigation map update framework under BeiDou RDSS mechanism,2013,2013 21st International Conference on Geoinformatics,"Zeng, Zhe, Huang, Jianhua, Wu, Zhongheng",,https://doi.org/10.1109/geoinformatics.2013.6626071,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/conmedia46929.2019.8981853,Initial RTAB-Map Navigation Analysis for Service Robot,2019,2019 5th International Conference on New Media Studies (CONMEDIA),"Murwantara, I Made, Sutrisno, Vinsens, Marselus",,https://doi.org/10.1109/conmedia46929.2019.8981853,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1007/3-540-40044-3_1,Map Building through Self-Organisation for Robot Navigation,2000,Lecture Notes in Computer Science Advances in Robot Learning,"Nehmzow, Ulrich",,https://doi.org/10.1007/3-540-40044-3_1,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1145/315891.316108,Fuzzy spatial map representation for mobile robot navigation,1995,Proceedings of the 1995 ACM symposium on Applied computing - SAC '95,"Tunstel, Eddie",,https://doi.org/10.1145/315891.316108,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/icnsc48988.2020.9238090,Robot Navigation with Map-Based Deep Reinforcement Learning,2020,"2020 IEEE International Conference on Networking, Sensing and Control (ICNSC)","Chen, Guangda, Pan, Lifan, Chen, Yu'an, Xu, Pei, Wang, Zhiqiang, Wu, Peichen, Ji, Jianmin, Chen, Xiaoping",,https://doi.org/10.1109/icnsc48988.2020.9238090,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.7551/mitpress/3120.003.0027,Active Perception and Map Learning for Robot Navigation,2000,From Animals to Animats 6,"Filliat, David, Meyer, Jean-Arcady",,https://doi.org/10.7551/mitpress/3120.003.0027,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1299/jsmermd.2002.119_7,Active Navigation and B-rep Update in Generated Map,2002,The Proceedings of JSME annual Conference on Robotics and Mechatronics (Robomec),"Sakai, Y., Toda, K., Tomiyama, K.",,https://doi.org/10.1299/jsmermd.2002.119_7,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.4218/etrij.11.1610.0012,A System Framework for Map Air Update Navigation Service,2011,ETRI Journal,"Min, Kyoungwook",,https://doi.org/10.4218/etrij.11.1610.0012,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1007/978-3-642-35485-4_4,Visual Memory Update for Life-Long Mobile Robot Navigation,2013,Studies in Computational Intelligence Frontiers of Intelligent Autonomous Systems,"Courbon, Jonathan, Korrapati, Hemanth, Mezouar, Youcef",,https://doi.org/10.1007/978-3-642-35485-4_4,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/icsgea.2018.00085,Robot Cars Navigation by Color Detection,2018,2018 International Conference on Smart Grid and Electrical Automation (ICSGEA),"Duan, Li, Yu, Zichun",,https://doi.org/10.1109/icsgea.2018.00085,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1007/978-3-642-33926-4_12,Visual Memory Update for Life-Long Mobile Robot Navigation,2013,Advances in Intelligent Systems and Computing Intelligent Autonomous Systems 12,"Courbon, Jonathan, Korrapati, Hemanth, Mezouar, Youcef",,https://doi.org/10.1007/978-3-642-33926-4_12,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,unknown from abstract,planner and cost function,unknown from abstract,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.53469/wjimt.2024.07(03).02,Robot Navigation and Map Construction Based on SLAM Technology,2024,World Journal of Innovation and Modern Technology,"Li, Zihan, Fan, Chao, Ding, Weike, Qian, Kun","SLAM (Simultaneous Localization and Mapping) technology plays a crucial role in the field of robotics, which realizes the autonomous navigation of robots in unknown environments through real-time positioning, mapping and path planning. This paper first introduces the basic principle and workflow of SLAM technology, including sensor data fusion, state estimation and map construction. Then, by comparing and analyzing the map construction methods of traditional raster map and visual SLAM technology, the advantages and disadvantages of different map representations are shown. Finally, combined with the practical application scenario, the wide application of SLAM technology in logistics, intelligent manufacturing and other fields is discussed, and its future development direction is prospected.",https://doi.org/10.53469/wjimt.2024.07(03).02,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/iccr51572.2020.9344404,Autonomous Exploring Map and Navigation for an Agricultural Robot,2020,2020 3rd International Conference on Control and Robots (ICCR),"Al-Mashhadani, Zubaidah, Mainampati, Manasa, Chandrasekaran, Balasubramaniyan",,https://doi.org/10.1109/iccr51572.2020.9344404,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1109/100.793699,Simultaneous localization and map building for mobile robot navigation,1999,IEEE Robotics &amp; Automation Magazine,"Anousaki, G.C., Kyriakopoulos, K.J.",,https://doi.org/10.1109/100.793699,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
map update detection robot navigation,crossref,10.1007/3-540-48747-6_33,Robot Navigation and Map Building with the Event Calculus,1999,Lecture Notes in Computer Science Symbolic and Quantitative Approaches to Reasoning and Uncertainty,"Shanahan, Murray, Witkowski, Mark",,https://doi.org/10.1007/3-540-48747-6_33,detect or track changes in robot workspace structure or map state,metadata-only screening from title/abstract,map updates are sufficiently local and observable from sensors,planner and cost function; sensor noise model,sensitive to perceptual aliasing and unobserved occlusions,candidate related work for topology-change detection framing,needs full-text validation
